doi,doi_url,repository_url,is_open_access,authors_count,authors_affiliation_count,authors_familyname_count,authors_givennames_count,authors_gnd_count,authors_name_count,authors_orcid_count,authors_affiliation_percentage,authors_orcid_percentage,has_funding_info,has_journal,has_language,has_license,license_name,keywords_freetext_count,keywords_controlled_vocabularies_count,total_keywords_count,has_conference_acronym,has_conference_dates,has_conference_place,has_conference_session,has_conference_session_part,has_conference_title,has_conference_website,has_creation_date,creation_date,creation_year,other_dates_count,other_dates,references_no_identifiers_count,references_with_identifiers_count,total_references_count,has_title,has_version,has_description,description_words_count,description_characters_count,files,views,downloads,repository
10.6084/m9.figshare.27295824.v1,https://doi.org/10.6084/m9.figshare.27295824.v1,https://figshare.com/articles/poster/_b_ETUDE_FLORISTIQUE_DES_GROUPEMENTS_VEGETAUX_DU_LITTORAL_DE_BENI_BLA_D_WILAYA_DE_JIJEL_b_/27295824,True,1,0,0,0,0,1,0,0.0,0.0,False,False,False,True,CC BY 4.0,1,0,1,False,False,False,False,False,False,False,True,2024-10-24T18:37:34Z,2024,0,,0,0,0,True,True,True,68,352,Présentation1.pptx,72,10,Figshare
10.24376/rd.sgul.15073359.v1,https://doi.org/10.24376/rd.sgul.15073359.v1,https://sgul.figshare.com/articles/poster/Tiotropium_for_asthma_a_suite_of_four_Cochrane_reviews/15073359,True,5,0,0,0,0,5,1,0.0,20.0,False,False,False,True,CC BY 4.0,6,0,6,False,False,False,False,False,False,False,True,2021-08-26T09:09:53Z,2021,0,,0,4,4,True,True,True,40,269,Tiotropium for asthma_Kew_2015.pdf,573,258,Figshare
10.6084/m9.figshare.14843988.v1,https://doi.org/10.6084/m9.figshare.14843988.v1,https://figshare.com/articles/poster/Chemoenzymatically_Steered_Transience_in_Tandem_Nanozymes/14843988,True,5,0,0,0,0,5,1,0.0,20.0,True,False,False,True,CC BY 4.0,8,0,8,False,False,False,False,False,False,False,True,2021-06-25T05:32:57Z,2021,0,,0,0,0,True,True,True,174,1162,Transient Tandem Nanozyme.jpg,86,20,Figshare
10.6084/m9.figshare.786524.v1,https://doi.org/10.6084/m9.figshare.786524.v1,https://figshare.com/articles/poster/Can_large_scale_patterns_in_insect_atlas_data_predict_fine_sale_occupancy_/786524,True,2,0,0,0,0,2,1,0.0,50.0,False,False,False,True,CC BY 4.0,7,0,7,False,False,False,False,False,False,False,True,2013-09-03T14:12:40Z,2013,0,,0,0,0,True,True,True,288,1681,IntEcoldownscaling2.pdf,789,320,Figshare
10.6084/m9.figshare.13369439.v1,https://doi.org/10.6084/m9.figshare.13369439.v1,https://virtualson2020.figshare.com/articles/poster/Population_dynamics_of_Bursaphelenchus_xylophilus_associated_with_pine_forest_decline/13369439,True,7,0,0,0,0,7,3,0.0,42.857142857142854,False,False,False,True,CC BY 4.0,5,0,5,False,False,False,False,False,False,False,True,2020-12-11T22:26:26Z,2020,0,,0,0,0,True,True,True,389,2220,Society of Nematologists Conference 2020.pdf,476,86,Figshare
,,https://repository.lboro.ac.uk/articles/poster/AMBA_Additive_Manufactured_Body_Armour/9338978,True,3,0,0,0,0,3,0,0.0,0.0,False,False,False,True,CC BY-NC-ND 4.0,2,0,2,False,False,False,False,False,False,False,True,2012-09-19T11:12:20Z,2012,0,,0,0,0,True,True,True,21,152,AMBA_SFF.pdf,1610,1135,Figshare
10.6084/m9.figshare.19955819.v1,https://doi.org/10.6084/m9.figshare.19955819.v1,https://figshare.com/articles/poster/Prescribed_Antibiotics_Public_Health_Infographic/19955819,True,1,0,0,0,0,1,0,0.0,0.0,False,False,False,True,CC BY 4.0,18,0,18,False,False,False,False,False,False,False,True,2022-06-02T04:52:00Z,2022,0,,0,27,27,True,True,True,182,1118,Antibiotics_Infographic.png; References_Infographic.pdf,911,25,Figshare
10.6084/m9.figshare.786540.v1,https://doi.org/10.6084/m9.figshare.786540.v1,https://figshare.com/articles/poster/Next_Generation_Sequencing_As_A_Plant_Disease_Diagnostic_Tool/786540,True,1,0,0,0,0,1,0,0.0,0.0,False,False,False,True,CC BY 4.0,7,0,7,False,False,False,False,False,False,False,True,2013-09-03T14:32:36Z,2013,0,,0,1,1,True,True,True,19,109,Suraj R - Next Generation Sequencing As  A Plant Disease Diagnostic Tool.pdf,2053,692,Figshare
10.23640/07243.5505133.v1,https://doi.org/10.23640/07243.5505133.v1,https://orcid.figshare.com/articles/poster/ORCID_Banner_Distinguish_yourself_Czech_/5505133,True,2,0,0,0,0,2,0,0.0,0.0,False,False,False,True,CC0,6,0,6,False,False,False,False,False,False,False,True,2017-10-18T04:47:01Z,2017,0,,0,2,2,True,True,True,20,106,3Steps_Czech.pdf,594,248,Figshare
10.6084/m9.figshare.20054126.v1,https://doi.org/10.6084/m9.figshare.20054126.v1,https://figshare.com/articles/poster/An_lisis_del_perfil_de_la_microbiota_intestinal_y_cidos_grasos_de_cadena_corta_en_pacientes_con_cirrosis_por_alcohol_del_occidente_de_M_xico/20054126,True,9,0,0,0,0,9,1,0.0,11.11111111111111,False,False,False,True,CC BY 4.0,6,0,6,False,False,False,False,False,False,False,True,2022-06-10T17:52:56Z,2022,0,,0,2,2,True,True,True,285,1724,Poster cucs dic-2021-v3 - TONATIUH ABIMAEL BALTAZAR DIAZ (1).pdf,112,22,Figshare
10.6084/m9.figshare.19726444.v1,https://doi.org/10.6084/m9.figshare.19726444.v1,https://figshare.com/articles/poster/crcted_2_Social_media_new_project_jpg/19726444,True,1,0,0,0,0,1,1,0.0,100.0,False,False,False,True,CC0,3,0,3,False,False,False,False,False,False,False,True,2022-05-06T22:41:17Z,2022,0,,0,0,0,True,True,True,8,45,crcted 2 Social media new project.jpg; 221.Social media new project.pub,167,52,Figshare
10.6084/m9.figshare.5472370.v1,https://doi.org/10.6084/m9.figshare.5472370.v1,https://figshare.com/articles/poster/Julius_Symposium_2017_-_Program/5472370,True,1,0,0,0,0,1,0,0.0,0.0,False,False,False,True,CC BY 4.0,2,0,2,False,False,False,False,False,False,False,True,2017-10-05T07:20:29Z,2017,0,,0,0,0,True,True,True,6,31,Julius Symposium 2017 - Program.pdf,310,94,Figshare
10.23640/07243.5505139.v2,https://doi.org/10.23640/07243.5505139.v2,https://orcid.figshare.com/articles/poster/ORCID_Banner_Register_is_free_and_fast_Czech_/5505139,True,2,0,0,0,0,2,0,0.0,0.0,False,False,False,True,CC0,7,0,7,False,False,False,False,False,False,False,True,2017-10-18T05:07:33Z,2017,0,,0,2,2,True,True,True,20,106,Banner_Czech.pdf,745,294,Figshare
10.6084/m9.figshare.20054132.v1,https://doi.org/10.6084/m9.figshare.20054132.v1,https://figshare.com/articles/poster/Frenectom_a_lingual_mediante_l_ser_quir_rgico_Reporte_de_caso_cl_nico_/20054132,True,6,0,0,0,0,6,1,0.0,16.666666666666664,False,False,False,True,CC BY 4.0,6,0,6,False,False,False,False,False,False,False,True,2022-06-10T18:09:27Z,2022,0,,0,6,6,True,True,True,299,1660,Zaira_R_FINAL - Zaira Yuritzi Sánchez Murguia.pdf,819,55,Figshare
10.23640/07243.5505142.v1,https://doi.org/10.23640/07243.5505142.v1,https://orcid.figshare.com/articles/poster/ORCID_Flyer_ORCID_for_researchers_and_scholars_Czech_/5505142,True,2,0,0,0,0,2,0,0.0,0.0,False,False,False,True,CC0,7,0,7,False,False,False,False,False,False,False,True,2017-10-18T04:46:57Z,2017,0,,0,2,2,True,True,True,23,136,Researchers_Czech.pdf,535,232,Figshare
10.6084/m9.figshare.20054135.v1,https://doi.org/10.6084/m9.figshare.20054135.v1,https://figshare.com/articles/poster/Comparaci_n_de_alteraciones_del_metabolismo_cl_nicas_y_de_laboratorio_en_paciente_con_infecci_n_por_SARS-CoV-2/20054135,True,8,0,0,0,0,8,2,0.0,25.0,True,False,False,True,CC BY 4.0,12,0,12,False,False,False,False,False,False,False,True,2022-06-10T18:09:13Z,2022,0,,0,3,3,True,True,True,47,279,CARTEL-Deborah-Eugenia-Rosas-Cárdenas - DEBORAH EUGENIA ROSAS CARDENAS.pdf,344,23,Figshare
10.23640/07243.5505154.v1,https://doi.org/10.23640/07243.5505154.v1,https://orcid.figshare.com/articles/poster/ORCID_Flyer_ORCID_for_funding_organizations_Czech_/5505154,True,2,0,0,0,0,2,0,0.0,0.0,False,False,False,True,CC0,9,0,9,False,False,False,False,False,False,False,True,2017-10-18T04:46:56Z,2017,0,,0,2,2,True,True,True,17,90,Funders_Czech.pdf,491,227,Figshare
10.6084/m9.figshare.7929989.v3,https://doi.org/10.6084/m9.figshare.7929989.v3,https://figshare.com/articles/poster/Poor_sleep_quality_predicts_worsening_SLE_disease_activity_Systemic_Lupus_Erythematosus_and_the_Evaluation_of_Poor_Sleep_SLEEPS_study/7929989,True,8,0,0,0,0,8,1,0.0,12.5,True,False,False,True,CC BY 4.0,3,0,3,False,False,False,False,False,False,False,True,2019-04-02T17:31:54Z,2019,0,,0,0,0,True,True,True,4,19,LUPUS2019 SLEEPS poster.pdf,1212,172,Figshare
10.6084/m9.figshare.1572998.v1,https://doi.org/10.6084/m9.figshare.1572998.v1,https://figshare.com/articles/poster/NetEvo_Computational_Evolution_of_Dynamical_Complex_Networks/1572998,True,3,0,0,0,0,3,1,0.0,33.33333333333333,False,False,False,True,CC BY 4.0,8,0,8,False,False,False,False,False,False,False,True,2015-10-13T14:34:36Z,2015,0,,0,0,0,True,True,True,13,72,ICSB Poster - NetEvo.pdf,327,386,Figshare
10.6084/m9.figshare.13238408.v1,https://doi.org/10.6084/m9.figshare.13238408.v1,https://figshare.com/articles/poster/Almost_Surely_Stable_Deep_Dynamics/13238408,True,5,0,0,0,0,5,1,0.0,20.0,False,False,False,True,CC BY 4.0,12,0,12,False,False,False,False,False,False,False,True,2020-11-14T20:30:34Z,2020,0,,0,1,1,True,True,True,9,106,almost-surely-stable-deep-dynamics-neurips-2020.pdf,869,195,Figshare
10.6084/m9.figshare.1179786.v1,https://doi.org/10.6084/m9.figshare.1179786.v1,https://figshare.com/articles/poster/PiMP_An_integrated_web_enabled_tool_for_LC_MS_data_analysis_and_visualization/1179786,True,6,0,0,0,0,6,0,0.0,0.0,False,False,False,True,CC BY 4.0,3,0,3,False,False,False,False,False,False,False,True,2014-09-24T10:10:21Z,2014,0,,0,0,0,True,True,True,208,1323,PiMP_poster.pdf,1427,258,Figshare
10.6084/m9.figshare.12124299.v1,https://doi.org/10.6084/m9.figshare.12124299.v1,https://tagc2020.figshare.com/articles/poster/Generation_of_large_genomic_deletions_to_remove_zebrafish_rca2_1/12124299,True,7,0,0,0,0,7,0,0.0,0.0,True,False,False,True,GPL 2.0+,4,0,4,False,False,False,False,False,False,False,True,2020-04-20T23:54:14Z,2020,0,,0,0,0,True,True,True,315,1888,TAGC2020.529A.4.27.20.pdf,830,185,Figshare
10.6084/m9.figshare.25908322.v1,https://doi.org/10.6084/m9.figshare.25908322.v1,https://figshare.com/articles/poster/_b_Health_Orphans_-_Rare_diseases_on_their_way_to_OMOP_and_into_clinical_trials_b_-_i_Poster_i_/25908322,True,6,0,0,0,0,6,5,0.0,83.33333333333334,False,False,False,True,CC BY 4.0,6,0,6,False,False,False,False,False,False,False,True,2024-05-27T11:12:15Z,2024,0,,0,0,0,True,True,True,58,346,zoch_rare-diseases_2024symposium - POSTER.pdf,86,21,Figshare
10.6084/m9.figshare.18972815.v2,https://doi.org/10.6084/m9.figshare.18972815.v2,https://figshare.com/articles/poster/Intermittent_inputs_reveal_invariant_odor_representations/18972815,True,2,0,0,0,0,2,2,0.0,100.0,True,False,False,True,CC BY 4.0,6,0,6,False,False,False,False,False,False,False,True,2022-07-12T22:30:00Z,2022,0,,0,0,0,True,True,True,346,1891,P421.07.pdf,417,56,Figshare
10.6084/m9.figshare.11796633.v1,https://doi.org/10.6084/m9.figshare.11796633.v1,https://figshare.com/articles/poster/CSSI_-_AdvancingCitizenScienceDataAndSoftwareInteroperability/11796633,True,6,0,0,0,0,6,0,0.0,0.0,True,False,False,True,CC BY 4.0,23,0,23,False,False,False,False,False,False,False,True,2020-02-03T23:48:26Z,2020,0,,0,0,0,True,True,True,41,281,Poster_v4.pdf,569,333,Figshare
10.6084/m9.figshare.9273497.v1,https://doi.org/10.6084/m9.figshare.9273497.v1,https://figshare.com/articles/poster/INQUA_poster_RISeR_F_pdf/9273497,True,1,0,0,0,0,1,0,0.0,0.0,True,False,False,True,CC BY 4.0,3,0,3,False,False,False,False,False,False,False,True,2019-08-06T16:36:41Z,2019,0,,0,1,1,True,True,True,29,218,INQUA_poster_RISeR_F.pdf,354,98,Figshare
10.17608/k6.auckland.27263130.v1,https://doi.org/10.17608/k6.auckland.27263130.v1,https://auckland.figshare.com/articles/poster/Claire_Webster_From_Nectar_to_Glass_Quantification_of_Methyl_Glyoxal_in_NZ_M_nuka_Honey_and_Mead/27263130,True,4,0,0,0,0,4,0,0.0,0.0,False,False,False,True,CC BY 4.0,4,0,4,False,False,False,False,False,False,False,True,2024-10-21T22:38:04Z,2024,0,,0,0,0,True,True,True,121,651,01_Claire Webster_From Nectar to Glass_Quantification of Methyl Glyoxal in NZ Mānuka Honey and Mead.pdf,683,159,Figshare
10.23645/epacomptox.21561504.v1,https://doi.org/10.23645/epacomptox.21561504.v1,https://epa.figshare.com/articles/poster/High-Throughput_Behavioral_Effects_of_Multiple_PFAS_Chemicals_in_Larval_Pimephales_promelas/21561504,True,9,0,0,0,0,9,0,0.0,0.0,False,False,False,True,CC0,5,0,5,False,False,False,False,False,False,False,True,2022-11-15T21:44:33Z,2022,0,,0,0,0,True,True,True,33,559,2022_SETAC_Poster_Hoang_JohnV5b.pdf,310,65,Figshare
10.23645/epacomptox.19333283.v1,https://doi.org/10.23645/epacomptox.19333283.v1,https://epa.figshare.com/articles/poster/Using_Systematic_Evidence_Mapping_to_Track_the_Development_of_Toxicokinetic_Models_of_PFAS_From_2000-2021/19333283,True,8,0,0,0,0,8,0,0.0,0.0,False,False,False,True,CC0,4,0,4,False,False,False,False,False,False,False,True,2022-03-09T20:11:13Z,2022,0,,0,0,0,True,True,True,11,478,Tornero-Velez_PFAS PK Scoping SOT.pdf,868,201,Figshare
10.6084/m9.figshare.24117420.v3,https://doi.org/10.6084/m9.figshare.24117420.v3,https://figshare.com/articles/poster/Poster_Gravity_inversion_as_a_method_to_recover_sub-ice_shelf_bathymetry_applied_to_the_Ross_Ice_Shelf/24117420,True,3,0,0,0,0,3,2,0.0,66.66666666666666,False,False,False,True,CC BY 4.0,5,0,5,False,False,False,False,False,False,False,True,2024-01-18T22:06:21Z,2024,0,,0,0,0,True,True,True,176,1083,Tankersley_INSTANT_2023.pdf,739,158,Figshare
